,Address,Latitude,Longitude,Flood Description,Flood Zone
89,"802 HYDE PARK BLVD, Houston, Texas 77006",29.74764,-95.38976,AREA OF MINIMAL FLOOD HAZARD,X
90,"802 PEDEN ST, Houston, Texas 77006",29.75276,-95.38984,AREA OF MINIMAL FLOOD HAZARD,X
91,"802 W DREW ST, Houston, Texas 77006",29.74975,-95.38999,AREA OF MINIMAL FLOOD HAZARD,X
92,"802 WILLARD ST, Houston, Texas 77006",29.75102,-95.38984,AREA OF MINIMAL FLOOD HAZARD,X
93,"803 BOMAR ST A, Houston, Texas 77006",29.75128,-95.39,AREA OF MINIMAL FLOOD HAZARD,X
94,"803 BOMAR ST B, Houston, Texas 77006",29.75128,-95.39,AREA OF MINIMAL FLOOD HAZARD,X
95,"803 BRANARD ST, Houston, Texas 77006",29.73681,-95.38916,AREA OF MINIMAL FLOOD HAZARD,X
96,"803 KIPLING ST, Houston, Texas 77006",29.74028,-95.38908,AREA OF MINIMAL FLOOD HAZARD,X
97,"803 WILLARD ST, Houston, Texas 77006",29.75069,-95.39001,AREA OF MINIMAL FLOOD HAZARD,X
98,"804 BOMAR ST, Houston, Texas 77006",29.75168,-95.39008,AREA OF MINIMAL FLOOD HAZARD,X
99,"804 HYDE PARK BLVD, Houston, Texas 77006",29.74763,-95.38984,AREA OF MINIMAL FLOOD HAZARD,X
100,"804 MARSHALL ST, Houston, Texas 77006",29.73981,-95.38919,AREA OF MINIMAL FLOOD HAZARD,X
101,"804 W DREW ST, Houston, Texas 77006",29.74966,-95.38999,AREA OF MINIMAL FLOOD HAZARD,X
102,"804 WILLARD ST A, Houston, Texas 77006",29.75101,-95.39,AREA OF MINIMAL FLOOD HAZARD,X
103,"804 WILLARD ST B, Houston, Texas 77006",29.75101,-95.39,AREA OF MINIMAL FLOOD HAZARD,X
104,"805 BRANARD ST, Houston, Texas 77006",29.73681,-95.38924,AREA OF MINIMAL FLOOD HAZARD,X
105,"805 DAMON CT, Houston, Texas 77006",29.75188,-95.39011,AREA OF MINIMAL FLOOD HAZARD,X
106,"805 KIPLING ST, Houston, Texas 77006",29.74026,-95.38918,AREA OF MINIMAL FLOOD HAZARD,X
107,"805 WILLARD ST, Houston, Texas 77006",29.75068,-95.39013,AREA OF MINIMAL FLOOD HAZARD,X
108,"806 BOMAR ST, Houston, Texas 77006",29.75168,-95.39023,AREA OF MINIMAL FLOOD HAZARD,X
109,"806 DAMON CT, Houston, Texas 77006",29.75208,-95.39014,AREA OF MINIMAL FLOOD HAZARD,X
110,"806 HYDE PARK BLVD, Houston, Texas 77006",29.74763,-95.38992,AREA OF MINIMAL FLOOD HAZARD,X
111,"806 MARSHALL ST, Houston, Texas 77006",29.73981,-95.38927,AREA OF MINIMAL FLOOD HAZARD,X
112,"806 W DREW ST, Houston, Texas 77006",29.74957,-95.38999,AREA OF MINIMAL FLOOD HAZARD,X
113,"807 BOMAR ST, Houston, Texas 77006",29.75127,-95.39032,AREA OF MINIMAL FLOOD HAZARD,X
114,"807 BRANARD ST, Houston, Texas 77006",29.73681,-95.38932,AREA OF MINIMAL FLOOD HAZARD,X
115,"807 PEDEN ST, Houston, Texas 77006",29.75231,-95.38999,AREA OF MINIMAL FLOOD HAZARD,X
116,"807 WELCH ST, Houston, Texas 77006",29.75005,-95.39016,AREA OF MINIMAL FLOOD HAZARD,X
117,"807 WILLARD ST, Houston, Texas 77006",29.75067,-95.39023,AREA OF MINIMAL FLOOD HAZARD,X
118,"808 BOMAR ST, Houston, Texas 77006",29.75167,-95.39038,AREA OF MINIMAL FLOOD HAZARD,X
119,"808 HYDE PARK BLVD, Houston, Texas 77006",29.74763,-95.39,AREA OF MINIMAL FLOOD HAZARD,X
120,"808 MARSHALL ST, Houston, Texas 77006",29.73998,-95.3892,AREA OF MINIMAL FLOOD HAZARD,X
121,"809 BRANARD, Houston, Texas 77006",29.73681,-95.3894,AREA OF MINIMAL FLOOD HAZARD,X
122,"809 WILLARD ST, Houston, Texas 77006",29.75067,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
123,"810 DAMON CT, Houston, Texas 77006",29.75208,-95.39035,AREA OF MINIMAL FLOOD HAZARD,X
124,"810 MARSHALL ST, Houston, Texas 77006",29.73997,-95.38928,AREA OF MINIMAL FLOOD HAZARD,X
125,"810 W DREW ST, Houston, Texas 77006",29.74967,-95.39014,AREA OF MINIMAL FLOOD HAZARD,X
126,"811 DAMON CT, Houston, Texas 77006",29.75187,-95.39032,AREA OF MINIMAL FLOOD HAZARD,X
127,"811 ROSEDALE ST, Houston, Texas 77006",29.73083,-95.38705,AREA OF MINIMAL FLOOD HAZARD,X
128,"812 HAROLD ST, Houston, Texas 77006",29.74153,-95.38946,AREA OF MINIMAL FLOOD HAZARD,X
129,"812 W DREW ST, Houston, Texas 77006",29.74975,-95.39015,AREA OF MINIMAL FLOOD HAZARD,X
130,"814 HAROLD ST, Houston, Texas 77006",29.74153,-95.38953,AREA OF MINIMAL FLOOD HAZARD,X
131,"814 W DREW ST A, Houston, Texas 77006",29.74957,-95.39014,AREA OF MINIMAL FLOOD HAZARD,X
132,"815 FAIRVIEW AVE, Houston, Texas 77006",29.74798,-95.39013,AREA OF MINIMAL FLOOD HAZARD,X
133,"815 FAIRVIEW AVE 5, Houston, Texas 77006",29.74798,-95.39013,AREA OF MINIMAL FLOOD HAZARD,X
134,"816 HAROLD ST, Houston, Texas 77006",29.74153,-95.38961,AREA OF MINIMAL FLOOD HAZARD,X
135,"818 HAROLD ST, Houston, Texas 77006",29.74152,-95.38969,AREA OF MINIMAL FLOOD HAZARD,X
136,"818 SUL ROSS ST, Houston, Texas 77006",29.73799,-95.38966,AREA OF MINIMAL FLOOD HAZARD,X
137,"82 MCGOWEN ST, Houston, Texas 77006",29.74982,-95.38231,AREA OF MINIMAL FLOOD HAZARD,X
138,"820 HAROLD ST, Houston, Texas 77006",29.74152,-95.38977,AREA OF MINIMAL FLOOD HAZARD,X
139,"83 DENNIS ST, Houston, Texas 77006",29.74992,-95.38275,AREA OF MINIMAL FLOOD HAZARD,X
140,"86 MCGOWEN ST, Houston, Texas 77006",29.74977,-95.38234,AREA OF MINIMAL FLOOD HAZARD,X
141,"87 DENNIS ST, Houston, Texas 77006",29.74983,-95.3826,AREA OF MINIMAL FLOOD HAZARD,X
142,"9 COURTLANDT PL, Houston, Texas 77006",29.74362,-95.38338,AREA OF MINIMAL FLOOD HAZARD,X
143,"90 DENNIS ST, Houston, Texas 77006",29.74993,-95.38376,AREA OF MINIMAL FLOOD HAZARD,X
144,"90 MCGOWEN ST, Houston, Texas 77006",29.74972,-95.38238,AREA OF MINIMAL FLOOD HAZARD,X
145,"90 TUAM ST, Houston, Texas 77006",29.74821,-95.38372,AREA OF MINIMAL FLOOD HAZARD,X
146,"901 BOMAR ST, Houston, Texas 77006",29.75126,-95.39061,AREA OF MINIMAL FLOOD HAZARD,X
147,"901 HAWTHORNE ST, Houston, Texas 77006",29.74221,-95.39032,AREA OF MINIMAL FLOOD HAZARD,X
148,"902 BOMAR ST, Houston, Texas 77006",29.75167,-95.39054,AREA OF MINIMAL FLOOD HAZARD,X
149,"902 PEDEN ST, Houston, Texas 77006",29.75276,-95.39,AREA OF MINIMAL FLOOD HAZARD,X
150,"902 WILLARD ST, Houston, Texas 77006",29.75099,-95.39061,AREA OF MINIMAL FLOOD HAZARD,X
151,"903 HAWTHORNE ST, Houston, Texas 77006",29.74221,-95.39024,AREA OF MINIMAL FLOOD HAZARD,X
152,"903 W DREW AVE, Houston, Texas 77006",29.7493,-95.39057,AREA OF MINIMAL FLOOD HAZARD,X
153,"903 W MAIN ST, Houston, Texas 77006",29.73598,-95.38998,AREA OF MINIMAL FLOOD HAZARD,X
154,"903 WELCH ST, Houston, Texas 77006",29.74993,-95.39062,AREA OF MINIMAL FLOOD HAZARD,X
155,"904 BOMAR ST, Houston, Texas 77006",29.75167,-95.3907,AREA OF MINIMAL FLOOD HAZARD,X
156,"904 W DREW ST, Houston, Texas 77006",29.74959,-95.39062,AREA OF MINIMAL FLOOD HAZARD,X
157,"904 WELCH ST, Houston, Texas 77006",29.75033,-95.39078,AREA OF MINIMAL FLOOD HAZARD,X
158,"904 WILLARD ST, Houston, Texas 77006",29.75099,-95.39074,AREA OF MINIMAL FLOOD HAZARD,X
159,"905 BOMAR ST, Houston, Texas 77006",29.75126,-95.39074,AREA OF MINIMAL FLOOD HAZARD,X
160,"905 HAWTHORNE ST, Houston, Texas 77006",29.74221,-95.39015,AREA OF MINIMAL FLOOD HAZARD,X
161,"905 PEDEN ST, Houston, Texas 77006",29.7523,-95.39015,AREA OF MINIMAL FLOOD HAZARD,X
162,"905 W MAIN ST, Houston, Texas 77006",29.73598,-95.39007,AREA OF MINIMAL FLOOD HAZARD,X
163,"905 WELCH ST, Houston, Texas 77006",29.74992,-95.39078,AREA OF MINIMAL FLOOD HAZARD,X
164,"905 WILLARD ST, Houston, Texas 77006",29.7506,-95.39088,AREA OF MINIMAL FLOOD HAZARD,X
165,"906 BOMAR ST, Houston, Texas 77006",29.75167,-95.39085,AREA OF MINIMAL FLOOD HAZARD,X
166,"906 PEDEN ST, Houston, Texas 77006",29.75279,-95.39016,AREA OF MINIMAL FLOOD HAZARD,X
167,"906 WILLARD ST, Houston, Texas 77006",29.75099,-95.39086,AREA OF MINIMAL FLOOD HAZARD,X
168,"907 COLQUITT ST, Houston, Texas 77006",29.73515,-95.3902,AREA OF MINIMAL FLOOD HAZARD,X
169,"907 HAWTHORNE ST, Houston, Texas 77006",29.74222,-95.39006,AREA OF MINIMAL FLOOD HAZARD,X
170,"907 PEDEN ST, Houston, Texas 77006",29.75232,-95.39019,AREA OF MINIMAL FLOOD HAZARD,X
171,"907 W DREW AVE, Houston, Texas 77006",29.74934,-95.39064,AREA OF MINIMAL FLOOD HAZARD,X
172,"907 W MAIN ST, Houston, Texas 77006",29.73598,-95.39015,AREA OF MINIMAL FLOOD HAZARD,X
173,"907 WELCH ST, Houston, Texas 77006",29.74992,-95.39091,AREA OF MINIMAL FLOOD HAZARD,X
174,"908 BOMAR ST, Houston, Texas 77006",29.75166,-95.39099,AREA OF MINIMAL FLOOD HAZARD,X
175,"908 WELCH ST, Houston, Texas 77006",29.75033,-95.39096,AREA OF MINIMAL FLOOD HAZARD,X
176,"908 WILLARD ST, Houston, Texas 77006",29.75098,-95.39098,AREA OF MINIMAL FLOOD HAZARD,X
177,"909 BOMAR ST, Houston, Texas 77006",29.75125,-95.39086,AREA OF MINIMAL FLOOD HAZARD,X
178,"909 PEDEN ST, Houston, Texas 77006",29.7523,-95.3903,AREA OF MINIMAL FLOOD HAZARD,X
179,"909 W MAIN ST, Houston, Texas 77006",29.73598,-95.39023,AREA OF MINIMAL FLOOD HAZARD,X
180,"91 DENNIS ST, Houston, Texas 77006",29.74978,-95.38267,AREA OF MINIMAL FLOOD HAZARD,X
181,"910 PEDEN ST, Houston, Texas 77006",29.75279,-95.39032,AREA OF MINIMAL FLOOD HAZARD,X
182,"910 W DREW ST, Houston, Texas 77006",29.74964,-95.3909,AREA OF MINIMAL FLOOD HAZARD,X
183,"911 BOMAR ST, Houston, Texas 77006",29.75125,-95.39098,AREA OF MINIMAL FLOOD HAZARD,X
184,"911 W DREW AVE, Houston, Texas 77006",29.74929,-95.39072,AREA OF MINIMAL FLOOD HAZARD,X
185,"911 W MAIN ST, Houston, Texas 77006",29.73602,-95.39046,AREA OF MINIMAL FLOOD HAZARD,X
186,"911 WELCH ST, Houston, Texas 77006",29.74992,-95.39102,AREA OF MINIMAL FLOOD HAZARD,X
187,"912 LOVETT BLVD A, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
188,"912 LOVETT BLVD B, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
189,"912 LOVETT BLVD C, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
190,"912 LOVETT BLVD D, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
191,"912 LOVETT BLVD E, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
192,"912 LOVETT BLVD F, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
193,"912 LOVETT BLVD G, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
194,"912 LOVETT BLVD H, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
195,"912 LOVETT BLVD I, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
196,"912 LOVETT BLVD J, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
197,"912 LOVETT BLVD K, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
198,"912 LOVETT BLVD L, Houston, Texas 77006",29.74365,-95.39034,AREA OF MINIMAL FLOOD HAZARD,X
199,"912 W DREW ST, Houston, Texas 77006",29.74964,-95.391,AREA OF MINIMAL FLOOD HAZARD,X
200,"913 PEDEN ST, Houston, Texas 77006",29.7523,-95.39046,AREA OF MINIMAL FLOOD HAZARD,X
201,"913 W MAIN ST, Houston, Texas 77006",29.73604,-95.39044,AREA OF MINIMAL FLOOD HAZARD,X
202,"914 DAMON CT, Houston, Texas 77006",29.75208,-95.39056,AREA OF MINIMAL FLOOD HAZARD,X
203,"915 DAMON CT, Houston, Texas 77006",29.75187,-95.39053,AREA OF MINIMAL FLOOD HAZARD,X
204,"915 W DREW AVE, Houston, Texas 77006",29.74929,-95.39081,AREA OF MINIMAL FLOOD HAZARD,X
205,"915 W MAIN ST, Houston, Texas 77006",29.73605,-95.39052,AREA OF MINIMAL FLOOD HAZARD,X
206,"915 WELCH ST, Houston, Texas 77006",29.74992,-95.39115,AREA OF MINIMAL FLOOD HAZARD,X
207,"917 PEDEN ST, Houston, Texas 77006",29.7523,-95.39062,AREA OF MINIMAL FLOOD HAZARD,X
208,"917 W MAIN ST, Houston, Texas 77006",29.73604,-95.39065,AREA OF MINIMAL FLOOD HAZARD,X
209,"918 KIPLING ST, Houston, Texas 77006",29.74067,-95.39063,AREA OF MINIMAL FLOOD HAZARD,X
210,"918 W MAIN ST, Houston, Texas 77006",29.73634,-95.39038,AREA OF MINIMAL FLOOD HAZARD,X
211,"919 DAMON CT, Houston, Texas 77006",29.75187,-95.39074,AREA OF MINIMAL FLOOD HAZARD,X
212,"919 PEDEN ST, Houston, Texas 77006",29.75228,-95.3907,AREA OF MINIMAL FLOOD HAZARD,X
213,"919 W DREW AVE, Houston, Texas 77006",29.74929,-95.39088,AREA OF MINIMAL FLOOD HAZARD,X
214,"919 W MAIN ST, Houston, Texas 77006",29.73605,-95.39072,AREA OF MINIMAL FLOOD HAZARD,X
215,"92 DENNIS ST A, Houston, Texas 77006",29.74992,-95.38358,AREA OF MINIMAL FLOOD HAZARD,X
216,"92 DENNIS ST B, Houston, Texas 77006",29.74992,-95.38358,AREA OF MINIMAL FLOOD HAZARD,X
217,"92 DENNIS ST C, Houston, Texas 77006",29.74992,-95.38358,AREA OF MINIMAL FLOOD HAZARD,X
218,"92 DREW ST, Houston, Texas 77006",29.74901,-95.38363,AREA OF MINIMAL FLOOD HAZARD,X
219,"920 DAMON CT, Houston, Texas 77006",29.75207,-95.39077,AREA OF MINIMAL FLOOD HAZARD,X
220,"920 W MAIN ST, Houston, Texas 77006",29.73634,-95.39047,AREA OF MINIMAL FLOOD HAZARD,X
221,"921 PEDEN ST, Houston, Texas 77006",29.75229,-95.39078,AREA OF MINIMAL FLOOD HAZARD,X
222,"921 W MAIN ST, Houston, Texas 77006",29.73598,-95.39068,AREA OF MINIMAL FLOOD HAZARD,X
223,"922 KIPLING ST, Houston, Texas 77006",29.74067,-95.39071,AREA OF MINIMAL FLOOD HAZARD,X
224,"922 PEDEN ST, Houston, Texas 77006",29.75278,-95.39079,AREA OF MINIMAL FLOOD HAZARD,X
225,"922 W MAIN ST, Houston, Texas 77006",29.73629,-95.39057,AREA OF MINIMAL FLOOD HAZARD,X
226,"923 DAMON CT, Houston, Texas 77006",29.75186,-95.39095,AREA OF MINIMAL FLOOD HAZARD,X
227,"923 W DREW AVE, Houston, Texas 77006",29.7493,-95.39096,AREA OF MINIMAL FLOOD HAZARD,X
228,"924 DAMON CT, Houston, Texas 77006",29.75206,-95.391,AREA OF MINIMAL FLOOD HAZARD,X
229,"924 W MAIN ST, Houston, Texas 77006",29.73634,-95.39063,AREA OF MINIMAL FLOOD HAZARD,X
230,"925 PEDEN ST, Houston, Texas 77006",29.75229,-95.39094,AREA OF MINIMAL FLOOD HAZARD,X
231,"926 KIPLING ST, Houston, Texas 77006",29.74067,-95.39079,AREA OF MINIMAL FLOOD HAZARD,X
232,"926 PEDEN ST, Houston, Texas 77006",29.75278,-95.39095,AREA OF MINIMAL FLOOD HAZARD,X
