,Address,Latitude,Longitude,Flood Description,Flood Zone
177,"6625 VANDERBILT ST HOUSTON, Texas 77005",29.7084,-95.42555,,AE
178,"6629 VANDERBILT ST HOUSTON, Texas 77005",29.70819,-95.42555,,AE
179,"6633 VANDERBILT ST HOUSTON, Texas 77005",29.70792,-95.42554,,AE
180,"3020 CASON ST HOUSTON, Texas 77005",29.70764,-95.42538,,AE
181,"3012 CASON ST HOUSTON, Texas 77005",29.70765,-95.42507,,AE
182,"6626 BELMONT ST HOUSTON, Texas 77005",29.70827,-95.42492,,AE
183,"6612 BELMONT ST HOUSTON, Texas 77005",29.70882,-95.42493,,AE
184,"3001 CARNEGIE ST HOUSTON, Texas 77005",29.70903,-95.42474,,AE
185,"3027 CARNEGIE ST HOUSTON, Texas 77005",29.70902,-95.42534,,AE
186,"3033 CARNEGIE ST HOUSTON, Texas 77005",29.70901,-95.42576,,AE
187,"6623 VANDERBILT ST HOUSTON, Texas 77005",29.70854,-95.42555,,AE
188,"6645 VANDERBILT ST HOUSTON, Texas 77005",29.70764,-95.4257,,AE
189,"6644 BROMPTON RD HOUSTON, Texas 77005",29.70767,-95.4233,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
190,"6640 BROMPTON RD HOUSTON, Texas 77005",29.70802,-95.42348,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
191,"6624 BROMPTON RD HOUSTON, Texas 77005",29.70842,-95.42347,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
192,"6610 BROMPTON RD HOUSTON, Texas 77005",29.70876,-95.42348,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
193,"2915 CARNEGIE ST HOUSTON, Texas 77005",29.70904,-95.42364,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
194,"6605 BELMONT ST HOUSTON, Texas 77005",29.70903,-95.42431,,AE
195,"6619 BELMONT ST HOUSTON, Texas 77005",29.70848,-95.4241,,AE
196,"6631 BELMONT ST HOUSTON, Texas 77005",29.70814,-95.4241,,AE
197,"6637 BELMONT ST HOUSTON, Texas 77005",29.70786,-95.42409,,AE
198,"2930 CASON ST HOUSTON, Texas 77005",29.70765,-95.4243,,AE
199,"6615 BELMONT ST HOUSTON, Texas 77005",29.70869,-95.42411,,AE
200,"2914 CASON ST HOUSTON, Texas 77005",29.70766,-95.42362,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
201,"6620 BROMPTON RD HOUSTON, Texas 77005",29.70856,-95.42347,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
202,"6602 BROMPTON RD HOUSTON, Texas 77005",29.70904,-95.42332,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
203,"2921 CARNEGIE ST HOUSTON, Texas 77005",29.70903,-95.42391,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
204,"6627 BELMONT ST HOUSTON, Texas 77005",29.70827,-95.4241,,AE
205,"6635 BELMONT ST HOUSTON, Texas 77005",29.708,-95.4241,,AE
206,"2924 CASON ST HOUSTON, Texas 77005",29.70766,-95.42408,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
207,"2920 CASON ST HOUSTON, Texas 77005",29.70766,-95.42388,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
208,"6632 BROMPTON RD HOUSTON, Texas 77005",29.70815,-95.42347,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
209,"6647 BROMPTON RD HOUSTON, Texas 77005",29.70761,-95.42272,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
210,"6639 BROMPTON RD HOUSTON, Texas 77005",29.70789,-95.42274,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
211,"6625 BROMPTON RD HOUSTON, Texas 77005",29.70829,-95.42273,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
212,"6624 WAKEFOREST AVE HOUSTON, Texas 77005",29.70844,-95.42226,,AE
213,"6615 BROMPTON RD HOUSTON, Texas 77005",29.70871,-95.42274,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
214,"6644 WAKEFOREST AVE HOUSTON, Texas 77005",29.70775,-95.42225,,AE
215,"6641 BROMPTON RD HOUSTON, Texas 77005",29.70774,-95.42272,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
216,"6636 WAKEFOREST AVE HOUSTON, Texas 77005",29.70789,-95.42225,,AE
217,"6634 WAKEFOREST AVE HOUSTON, Texas 77005",29.70803,-95.42225,,AE
218,"6630 WAKEFOREST AVE HOUSTON, Texas 77005",29.70823,-95.42226,,AE
219,"6629 BROMPTON RD HOUSTON, Texas 77005",29.70816,-95.42273,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
220,"6614 WAKEFOREST AVE HOUSTON, Texas 77005",29.70871,-95.42226,,AE
221,"6620 WAKEFOREST AVE HOUSTON, Texas 77005",29.70857,-95.42226,,AE
222,"6619 BROMPTON RD HOUSTON, Texas 77005",29.70857,-95.42273,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
223,"6623 BROMPTON RD HOUSTON, Texas 77005",29.70843,-95.42273,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
224,"6610 WAKEFOREST AVE HOUSTON, Texas 77005",29.70885,-95.42227,,AE
225,"6611 BROMPTON RD HOUSTON, Texas 77005",29.70884,-95.42274,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
226,"2912 CARNEGIE ST HOUSTON, Texas 77005",29.70945,-95.42366,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
227,"6540 BROMPTON RD HOUSTON, Texas 77005",29.70966,-95.42349,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
228,"6530 BROMPTON RD HOUSTON, Texas 77005",29.70996,-95.42349,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
229,"6516 BROMPTON RD HOUSTON, Texas 77005",29.71056,-95.4235,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
230,"6504 BROMPTON RD HOUSTON, Texas 77005",29.71084,-95.42332,,AE
231,"6503 BELMONT ST HOUSTON, Texas 77005",29.71083,-95.42429,,AE
232,"6519 BELMONT ST HOUSTON, Texas 77005",29.71027,-95.42413,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
233,"6525 BELMONT ST HOUSTON, Texas 77005",29.71007,-95.42413,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
234,"6533 BELMONT ST HOUSTON, Texas 77005",29.70972,-95.42412,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
235,"2928 CARNEGIE ST HOUSTON, Texas 77005",29.70945,-95.42414,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
236,"6538 BROMPTON RD HOUSTON, Texas 77005",29.7098,-95.42349,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
237,"6520 BROMPTON RD HOUSTON, Texas 77005",29.71024,-95.4235,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
238,"2911 PITTSBURGH ST HOUSTON, Texas 77005",29.71084,-95.42354,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
239,"2915 PITTSBURGH ST HOUSTON, Texas 77005",29.71083,-95.42373,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
240,"2919 PITTSBURGH ST HOUSTON, Texas 77005",29.71083,-95.42398,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
241,"6548 BROMPTON RD HOUSTON, Texas 77005",29.70938,-95.42335,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
242,"6529 BELMONT ST HOUSTON, Texas 77005",29.70993,-95.42412,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
243,"2920 CARNEGIE ST HOUSTON, Texas 77005",29.70945,-95.42391,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
244,"2932 CARNEGIE ST HOUSTON, Texas 77005",29.70945,-95.42435,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
245,"6544 BROMPTON RD HOUSTON, Texas 77005",29.70952,-95.42335,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
246,"6544 BELMONT ST HOUSTON, Texas 77005",29.70947,-95.42478,,AE
247,"6536 BELMONT ST HOUSTON, Texas 77005",29.70975,-95.42494,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
248,"6520 BELMONT ST HOUSTON, Texas 77005",29.71034,-95.42496,,AE
249,"6510 BELMONT ST HOUSTON, Texas 77005",29.71061,-95.42495,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,X
250,"6504 BELMONT ST HOUSTON, Texas 77005",29.71082,-95.42485,,AE
251,"6501 VANDERBILT ST HOUSTON, Texas 77005",29.71081,-95.42568,,AE
252,"6511 VANDERBILT ST HOUSTON, Texas 77005",29.71056,-95.42571,,AE
253,"6527 VANDERBILT ST HOUSTON, Texas 77005",29.71008,-95.42574,,AE
254,"6535 VANDERBILT ST HOUSTON, Texas 77005",29.7098,-95.42574,,AE
255,"3014 CARNEGIE ST HOUSTON, Texas 77005",29.70943,-95.42538,,AE
